elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
20.795,67.066,100.0,2124.11328125,32768.0
21.154,67.054,100.0,2136.1171875,32768.0
21.517,71.076,100.0,2144.11328125,32768.0
21.882,73.012,100.0,2160.109375,32768.0
22.243,75.01,100.0,2168.1015625,32768.0
22.603,75.086,100.0,1444.1796875,32768.0
22.976,80.064,100.0,1456.17578125,32768.0
23.34,80.05,100.0,1468.1796875,32768.0
23.702,77.01,100.0,1480.1796875,32768.0
24.063,76.034,100.0,1488.1796875,32768.0
24.435,78.04,100.0,1500.17578125,32768.0
24.795,76.085,100.0,1512.171875,32768.0
25.157,76.008,100.0,1520.15625,32768.0
25.523,73.013,100.0,1532.16796875,32768.0
25.882,69.035,100.0,1540.16796875,32768.0
26.245,68.005,100.0,1548.171875,32768.0
26.619,65.033,100.0,1560.171875,32768.0
26.985,80.045,100.0,1568.171875,32768.0
27.372,97.094,100.0,1580.171875,32768.0
27.754,104.043,100.0,1588.16796875,32768.0
28.121,111.07,100.0,1600.1640625,32768.0
28.486,120.003,99.0,1608.1640625,32768.0
28.856,119.004,99.0,1620.1640625,32768.0
29.244,125.006,100.0,1628.1640625,32768.0
29.621,122.045,100.0,1640.1640625,32768.0
29.995,123.022,99.0,1652.1640625,32768.0
30.37,125.044,99.0,1660.16015625,32768.0
30.731,122.044,99.0,1672.15234375,32768.0
31.113,125.068,100.0,1680.16015625,32768.0
31.497,121.022,100.0,1692.15234375,32768.0
31.861,122.054,100.0,1700.15234375,32768.0
32.226,126.055,100.0,1708.1640625,32768.0
32.59,108.067,100.0,1720.15234375,32768.0
32.952,119.076,100.0,1732.15234375,32768.0
33.388,128.065,100.0,1740.15234375,32768.0
33.79,134.061,99.0,1752.15234375,32768.0
34.256,138.019,100.0,1764.15625,32768.0
34.721,140.059,100.0,1776.15234375,32768.0
35.147,141.057,99.0,1788.1484375,32768.0
35.568,141.011,99.0,1800.14453125,32768.0
36.04,141.07,99.0,1812.09765625,32768.0
36.457,141.017,99.0,1824.140625,32768.0
36.879,141.076,99.0,1832.14453125,32768.0
37.306,141.074,99.0,1844.15234375,32768.0
37.775,141.025,99.0,1580.23828125,32768.0
38.211,141.059,99.0,1588.24609375,32768.0
38.664,142.02,99.0,1604.2265625,32768.0
39.121,141.077,99.0,1616.234375,32768.0
39.594,141.017,99.0,1624.22265625,32768.0
40.001,138.031,99.0,1636.21875,32768.0
40.363,123.06,99.0,1644.21875,32768.0
40.748,124.095,100.0,1656.21875,32768.0
41.216,132.008,100.0,1668.22265625,32768.0
41.687,136.013,99.0,1680.21484375,32768.0
42.106,138.018,99.0,1692.16796875,32768.0
42.49,139.098,99.0,1704.21484375,32768.0
42.964,140.062,99.0,1716.21484375,32768.0
43.44,140.097,99.0,1724.2109375,32768.0
43.846,140.032,99.0,1736.2109375,32768.0
44.31,141.052,99.0,1748.2109375,32768.0
44.786,141.074,99.0,1760.2109375,32768.0
45.192,141.085,100.0,1772.2109375,32768.0
45.61,142.068,99.0,1780.2109375,32768.0
46.033,142.015,100.0,1792.19140625,32768.0
46.501,142.016,99.0,1804.20703125,32768.0
46.924,142.03,99.0,1816.1953125,32768.0
47.337,142.038,99.0,1824.1796875,32768.0
47.734,142.067,99.0,1836.1640625,32768.0
48.201,143.03,99.0,1848.1328125,32768.0
48.684,142.079,99.0,1864.13671875,32768.0
49.156,142.084,99.0,1876.1484375,32768.0
49.627,142.042,99.0,1884.14453125,32768.0
50.033,141.093,99.0,1896.14453125,32768.0
50.427,141.075,99.0,1908.14453125,32768.0
50.916,142.043,100.0,1920.14453125,32768.0
51.39,143.01,100.0,1932.14453125,32768.0
51.861,143.019,100.0,1944.14453125,32768.0
52.352,142.0,100.0,1888.14453125,32768.0
52.84,142.038,99.0,1564.20703125,32768.0
53.27,142.055,100.0,1576.2109375,32768.0
53.732,143.063,99.0,1588.20703125,32768.0
54.2,143.009,99.0,1596.203125,32768.0
54.631,143.078,99.0,1608.203125,32768.0
55.052,144.086,99.0,1620.16015625,32768.0
55.468,145.08,99.0,1640.234375,32768.0
55.96,145.068,99.0,1652.234375,32768.0
56.369,145.089,99.0,1664.234375,32768.0
56.797,146.012,99.0,1676.23046875,32768.0
57.269,145.065,99.0,1688.23046875,32768.0
57.75,146.067,99.0,1700.23046875,32768.0
58.181,147.041,99.0,1708.203125,32768.0
58.604,148.034,99.0,1720.234375,32768.0
59.007,148.026,99.0,1732.234375,32768.0
